Purchase{id=1, person=Person{imie='Marsh', nazwisko='Polon', email='mpolon0@google.de', ip='155.43.28.214'}, car=Car{color='#255a97', vin='3D7TT2HT8BG370793', company='Chevrolet', model='Cobalt', model_year='2006', price=67487.58}, localization=Localization[country='Czech Republic', city='Bořetice'], date=2020-09-03}
Purchase{id=217, person=Person{imie='Hardy', nazwisko='Breslane', email='hbreslane60@kickstarter.com', ip='73.191.94.185'}, car=Car{color='#6f2969', vin='3GTU1YEJ4DG749044', company='Mercury', model='Grand Marquis', model_year='1995', price=18317.22}, localization=Localization[country='Poland', city='Jonkowo'], date=2020-02-16}
Purchase{id=218, person=Person{imie='Juliet', nazwisko='Cars', email='jcars61@wikipedia.org', ip='241.217.237.31'}, car=Car{color='#a04fbd', vin='1GKS2FFJ3BR383649', company='Honda', model='Fit', model_year='2007', price=8988.04}, localization=Localization[country='Poland', city='Karsin'], date=2020-07-28}
Purchase{id=219, person=Person{imie='Julita', nazwisko='Davydochkin', email='jdavydochkin62@cnn.com', ip='94.8.177.218'}, car=Car{color='#cea04a', vin='WDDHF0EB5EB909249', company='Nissan', model='Sentra', model_year='2005', price=80813.75}, localization=Localization[country='Germany', city='Leipzig'], date=2020-12-29}
Purchase{id=220, person=Person{imie='Katleen', nazwisko='Thirlwell', email='kthirlwell63@prweb.com', ip='186.43.128.139'}, car=Car{color='#e6eea6', vin='YV1952AS8D1537259', company='Hyundai', model='Genesis Coupe', model_year='2010', price=16713.20}, localization=Localization[country='Poland', city='Złoczew'], date=2020-09-04}
Purchase{id=221, person=Person{imie='Alfy', nazwisko='Hardway', email='ahardway64@sun.com', ip='143.233.204.250'}, car=Car{color='#835653', vin='WBADS334X2G744269', company='Chevrolet', model='Lumina', model_year='1997', price=13464.81}, localization=Localization[country='Poland', city='Stoczek'], date=2020-11-12}
Purchase{id=222, person=Person{imie='Lemar', nazwisko='Cordes', email='lcordes65@nifty.com', ip='34.120.48.206'}, car=Car{color='#54888a', vin='3GTU2YEJ8CG745896', company='Toyota', model='Land Cruiser', model_year='1996', price=75418.19}, localization=Localization[country='Czech Republic', city='Sokolnice'], date=2020-08-30}
Purchase{id=223, person=Person{imie='Gennifer', nazwisko='Zamorrano', email='gzamorrano66@goodreads.com', ip='156.200.202.107'}, car=Car{color='#9a00da', vin='5GAKVDKD2DJ102838', company='Chevrolet', model='HHR', model_year='2009', price=51293.94}, localization=Localization[country='Poland', city='Chociwel'], date=2020-09-15}
Purchase{id=224, person=Person{imie='Augustine', nazwisko='Niles', email='aniles67@nymag.com', ip='212.220.241.14'}, car=Car{color='#489fe8', vin='5J6YH1H30AL143945', company='Dodge', model='Ram 3500 Club', model_year='1997', price=51816.43}, localization=Localization[country='Poland', city='Sarnów'], date=2020-10-01}
Purchase{id=225, person=Person{imie='Kerri', nazwisko='Van Dale', email='kvandale68@seattletimes.com', ip='211.39.22.253'}, car=Car{color='#6ffb45', vin='1ZVBP8AMXD5066288', company='Chevrolet', model='Sportvan G30', model_year='1995', price=94826.17}, localization=Localization[country='Poland', city='Podgórzyn'], date=2020-05-01}
Purchase{id=226, person=Person{imie='Aundrea', nazwisko='Bail', email='abail69@guardian.co.uk', ip='192.77.158.95'}, car=Car{color='#c6711e', vin='SALVP2BG3FH478858', company='Chrysler', model='PT Cruiser', model_year='2003', price=77632.50}, localization=Localization[country='Poland', city='Goworowo'], date=2020-06-20}
Purchase{id=227, person=Person{imie='Shannen', nazwisko='Snoddon', email='ssnoddon6a@cnet.com', ip='77.8.213.146'}, car=Car{color='#909262', vin='2B3CJ7DW6AH689798', company='Ford', model='F350', model_year='2011', price=58379.50}, localization=Localization[country='Poland', city='Łobez'], date=2020-01-22}
Purchase{id=228, person=Person{imie='Ki', nazwisko='Camerello', email='kcamerello6b@examiner.com', ip='209.124.238.39'}, car=Car{color='#2ab356', vin='1G4PP5SK7E4298712', company='Infiniti', model='G35', model_year='2008', price=70158.45}, localization=Localization[country='Germany', city='Duisburg'], date=2020-06-20}
Purchase{id=229, person=Person{imie='Carey', nazwisko='Moland', email='cmoland6c@ucoz.ru', ip='178.112.146.213'}, car=Car{color='#26dbf1', vin='JTDBT4K35CL411945', company='Mazda', model='Millenia', model_year='1999', price=22569.04}, localization=Localization[country='Poland', city='Sośno'], date=2020-05-04}
Purchase{id=230, person=Person{imie='Isidoro', nazwisko='Stockney', email='istockney6d@baidu.com', ip='71.77.214.117'}, car=Car{color='#1f2a96', vin='3D73Y4HL5AG181322', company='Cadillac', model='Escalade EXT', model_year='2004', price=81035.43}, localization=Localization[country='Poland', city='Małkinia Górna'], date=2020-02-21}
Purchase{id=231, person=Person{imie='Marchall', nazwisko='Goldsberry', email='mgoldsberry6e@clickbank.net', ip='153.35.46.255'}, car=Car{color='#c13843', vin='1GKS1HE00DR398104', company='Subaru', model='Justy', model_year='1990', price=82502.60}, localization=Localization[country='Poland', city='Paprotnia'], date=2020-06-23}
Purchase{id=232, person=Person{imie='Harwell', nazwisko='Kenwin', email='hkenwin6f@baidu.com', ip='226.119.8.33'}, car=Car{color='#a050d3', vin='WA1CGAFE0ED941315', company='Mazda', model='CX-5', model_year='2013', price=56757.95}, localization=Localization[country='Poland', city='Rokietnica'], date=2020-04-02}
Purchase{id=233, person=Person{imie='Ruthanne', nazwisko='Manion', email='rmanion6g@ask.com', ip='30.95.19.163'}, car=Car{color='#9b7386', vin='5N1AA0NC4CN776767', company='Toyota', model='Tacoma Xtra', model_year='1995', price=17711.85}, localization=Localization[country='Poland', city='Chwaszczyno'], date=2020-07-16}
Purchase{id=234, person=Person{imie='Forrest', nazwisko='Everill', email='feverill6h@toplist.cz', ip='99.117.218.57'}, car=Car{color='#e169a3', vin='YV126MFC8F1264760', company='Pontiac', model='Sunbird', model_year='1986', price=73973.16}, localization=Localization[country='Czech Republic', city='Drásov'], date=2020-04-27}
Purchase{id=235, person=Person{imie='Ysabel', nazwisko='Hebbron', email='yhebbron6i@sourceforge.net', ip='9.110.50.201'}, car=Car{color='#ee18c4', vin='JTEBU4BF6AK953710', company='Honda', model='CR-V', model_year='2002', price=10981.07}, localization=Localization[country='Czech Republic', city='Třinec'], date=2020-02-05}
Purchase{id=236, person=Person{imie='Fidela', nazwisko='Morot', email='fmorot6j@sphinn.com', ip='182.65.149.159'}, car=Car{color='#033a8d', vin='JTHKD5BH5E2436995', company='Mitsubishi', model='Endeavor', model_year='2010', price=13604.86}, localization=Localization[country='Czech Republic', city='Bohutín'], date=2020-12-04}
Purchase{id=237, person=Person{imie='Stafani', nazwisko='Varnham', email='svarnham6k@weather.com', ip='145.239.57.201'}, car=Car{color='#d10e87', vin='SALAG2D44DA741088', company='Dodge', model='Ram Van 1500', model_year='1996', price=37628.39}, localization=Localization[country='Czech Republic', city='Fryčovice'], date=2020-02-06}
Purchase{id=238, person=Person{imie='Elita', nazwisko='Faill', email='efaill6l@cornell.edu', ip='141.223.153.71'}, car=Car{color='#b9b455', vin='3GYVKLEF8AG976355', company='BMW', model='3 Series', model_year='2005', price=11549.17}, localization=Localization[country='Poland', city='Gózd'], date=2020-03-08}
Purchase{id=239, person=Person{imie='Marla', nazwisko='Smallcomb', email='msmallcomb6m@edublogs.org', ip='169.130.72.178'}, car=Car{color='#52db8a', vin='3FAHP0CG8CR001253', company='Mercury', model='Grand Marquis', model_year='2002', price=16508.63}, localization=Localization[country='Czech Republic', city='Jablunkov'], date=2020-12-06}
Purchase{id=240, person=Person{imie='Cletis', nazwisko='Swiers', email='cswiers6n@msu.edu', ip='177.142.211.247'}, car=Car{color='#b203c6', vin='5NPEB4AC1BH572085', company='Volvo', model='S80', model_year='2000', price=97566.15}, localization=Localization[country='Poland', city='Pruchnik'], date=2020-12-12}
Purchase{id=241, person=Person{imie='Jayson', nazwisko='Brodie', email='jbrodie6o@theguardian.com', ip='199.255.176.103'}, car=Car{color='#1991a7', vin='2FMGK5B81DB281456', company='Oldsmobile', model='Cutlass Supreme', model_year='1993', price=40700.58}, localization=Localization[country='Poland', city='Targanice'], date=2020-05-27}
Purchase{id=242, person=Person{imie='Orsa', nazwisko='Abbotson', email='oabbotson6p@mtv.com', ip='60.105.181.167'}, car=Car{color='#c4a6ed', vin='1B3CB5HA1AD958772', company='Dodge', model='Daytona', model_year='1984', price=65849.56}, localization=Localization[country='Poland', city='Wola Uhruska'], date=2020-02-06}
Purchase{id=243, person=Person{imie='Maryanna', nazwisko='Poyzer', email='mpoyzer6q@mashable.com', ip='153.199.165.20'}, car=Car{color='#b3177d', vin='3VWF17AT0FM706624', company='Toyota', model='Ipsum', model_year='2000', price=41036.16}, localization=Localization[country='Poland', city='Przemków'], date=2020-10-10}
Purchase{id=244, person=Person{imie='Danyelle', nazwisko='Galtone', email='dgaltone6r@jigsy.com', ip='201.182.106.236'}, car=Car{color='#9420b2', vin='KL4CJESB1EB970869', company='Toyota', model='Tacoma Xtra', model_year='1997', price=17651.88}, localization=Localization[country='Czech Republic', city='Petřvald'], date=2020-11-07}
Purchase{id=245, person=Person{imie='Monro', nazwisko='Hatfield', email='mhatfield6s@biblegateway.com', ip='19.20.233.136'}, car=Car{color='#8bf31a', vin='WAUR4AFD2CN824808', company='BMW', model='Z4', model_year='2010', price=91014.28}, localization=Localization[country='Poland', city='Przasnysz'], date=2020-04-20}
Purchase{id=246, person=Person{imie='Emyle', nazwisko='Tathacott', email='etathacott6t@studiopress.com', ip='90.189.143.41'}, car=Car{color='#8aa2ef', vin='WAUKFAFL2DA494969', company='Nissan', model='Maxima', model_year='2000', price=49132.44}, localization=Localization[country='Poland', city='Markowa'], date=2020-10-10}
Purchase{id=247, person=Person{imie='Caresse', nazwisko='Bussens', email='cbussens6u@dion.ne.jp', ip='219.63.220.114'}, car=Car{color='#095ecf', vin='YV1940AS0B1810215', company='Acura', model='TL', model_year='2009', price=36695.79}, localization=Localization[country='Czech Republic', city='Všenory'], date=2020-02-26}
Purchase{id=248, person=Person{imie='Karmen', nazwisko='Murrow', email='kmurrow6v@psu.edu', ip='101.103.206.79'}, car=Car{color='#4f8cbf', vin='5UXFG2C51E0621889', company='Mercedes-Benz', model='C-Class', model_year='2006', price=32785.51}, localization=Localization[country='Poland', city='Regimin'], date=2020-11-14}
Purchase{id=249, person=Person{imie='Jolynn', nazwisko='Idney', email='jidney6w@amazon.com', ip='199.37.238.207'}, car=Car{color='#b13116', vin='4USBT33584L352055', company='Chevrolet', model='SSR', model_year='2005', price=47507.31}, localization=Localization[country='Poland', city='Krzyżowice'], date=2020-03-14}
Purchase{id=250, person=Person{imie='Anson', nazwisko='Ganiford', email='aganiford6x@weather.com', ip='68.120.214.124'}, car=Car{color='#29160c', vin='WAUDF78E47A159260', company='Lamborghini', model='Gallardo', model_year='2005', price=37201.94}, localization=Localization[country='Poland', city='Olszówka'], date=2020-01-31}
Purchase{id=251, person=Person{imie='Casie', nazwisko='Antognazzi', email='cantognazzi6y@washington.edu', ip='76.98.37.72'}, car=Car{color='#8ea866', vin='WVGEP9BP7FD825739', company='Honda', model='Accord', model_year='2008', price=44023.21}, localization=Localization[country='Poland', city='Zielona Góra'], date=2020-11-23}
Purchase{id=252, person=Person{imie='Harbert', nazwisko='Daniel', email='hdaniel6z@stumbleupon.com', ip='144.204.198.199'}, car=Car{color='#1a7366', vin='2C3CCAGG6CH372363', company='Honda', model='CR-Z', model_year='2011', price=39438.18}, localization=Localization[country='Poland', city='Kiszkowo'], date=2020-01-04}
Purchase{id=253, person=Person{imie='Broddie', nazwisko='Guage', email='bguage70@i2i.jp', ip='117.199.244.47'}, car=Car{color='#c4d7ec', vin='WA1VFAFL5EA085912', company='Volkswagen', model='GLI', model_year='2009', price=82687.12}, localization=Localization[country='Poland', city='Olsztyn'], date=2020-07-14}
Purchase{id=254, person=Person{imie='Chrisy', nazwisko='Puffett', email='cpuffett71@arstechnica.com', ip='251.34.85.23'}, car=Car{color='#1a0157', vin='1N6AA0EC6DN489739', company='Subaru', model='Legacy', model_year='2004', price=84340.16}, localization=Localization[country='Poland', city='Świeradów-Zdrój'], date=2020-03-18}
Purchase{id=255, person=Person{imie='Derrek', nazwisko='Boggas', email='dboggas72@imageshack.us', ip='162.222.114.91'}, car=Car{color='#794309', vin='1FTMF1EW5AK588063', company='Saab', model='9000', model_year='1997', price=41963.43}, localization=Localization[country='Poland', city='Tyrawa Wołoska'], date=2020-03-30}
Purchase{id=256, person=Person{imie='Bianca', nazwisko='Casel', email='bcasel73@ftc.gov', ip='187.181.214.88'}, car=Car{color='#b923db', vin='1FMJU1J53AE862361', company='Ford', model='F250', model_year='2008', price=97873.45}, localization=Localization[country='Poland', city='Sośnie'], date=2020-03-02}
Purchase{id=257, person=Person{imie='Randy', nazwisko='Kohter', email='rkohter74@ibm.com', ip='234.104.43.48'}, car=Car{color='#98688b', vin='3GYFNGEY7BS941227', company='Bentley', model='Mulsanne', model_year='2011', price=44587.82}, localization=Localization[country='Poland', city='Widuchowa'], date=2020-08-02}
Purchase{id=258, person=Person{imie='Twyla', nazwisko='Dougary', email='tdougary75@mapquest.com', ip='148.74.195.8'}, car=Car{color='#069a71', vin='ZFBCFABH5FZ754958', company='Porsche', model='911', model_year='2013', price=89132.44}, localization=Localization[country='Poland', city='Malanów'], date=2020-01-25}
Purchase{id=259, person=Person{imie='Sinclair', nazwisko='Hele', email='shele76@csmonitor.com', ip='53.1.209.122'}, car=Car{color='#c510d0', vin='1C3CDFCB3ED569088', company='Suzuki', model='SX4', model_year='2008', price=22436.09}, localization=Localization[country='Poland', city='Krzemieniewo'], date=2020-12-06}
Purchase{id=260, person=Person{imie='Sasha', nazwisko='Suart', email='ssuart77@dailymotion.com', ip='206.84.76.242'}, car=Car{color='#87c7ec', vin='3C3CFFJHXET569181', company='Buick', model='Roadmaster', model_year='1996', price=59545.91}, localization=Localization[country='Poland', city='Stanisław Górny'], date=2020-07-06}
Purchase{id=261, person=Person{imie='Shantee', nazwisko='Borgnet', email='sborgnet78@noaa.gov', ip='251.239.251.181'}, car=Car{color='#3aac40', vin='4T3BK3BB6FU541674', company='Buick', model='Park Avenue', model_year='2003', price=62451.10}, localization=Localization[country='Poland', city='Kaczory'], date=2020-11-14}
Purchase{id=262, person=Person{imie='Tiphany', nazwisko='Le Gall', email='tlegall79@hc360.com', ip='242.214.94.194'}, car=Car{color='#cca36e', vin='WBAVM1C57EV303937', company='GMC', model='Envoy', model_year='2008', price=58388.07}, localization=Localization[country='Czech Republic', city='Žďár'], date=2020-06-02}
Purchase{id=263, person=Person{imie='Perren', nazwisko='Stroband', email='pstroband7a@google.co.jp', ip='26.153.98.123'}, car=Car{color='#9bb4bb', vin='5N1AA0NC8DN550684', company='GMC', model='Safari', model_year='1994', price=61548.34}, localization=Localization[country='Poland', city='Czerwieńsk'], date=2020-12-17}
Purchase{id=264, person=Person{imie='Tomaso', nazwisko='Havick', email='thavick7b@mediafire.com', ip='247.62.65.118'}, car=Car{color='#866cb7', vin='5GAKVBKD9EJ247770', company='Maybach', model='57', model_year='2003', price=61311.79}, localization=Localization[country='Czech Republic', city='Kopidlno'], date=2020-08-13}
Purchase{id=265, person=Person{imie='Natalya', nazwisko='Bricksey', email='nbricksey7c@ning.com', ip='74.56.133.163'}, car=Car{color='#7f4c3c', vin='WAUEH98E17A705183', company='Ford', model='F-Series Super Duty', model_year='2010', price=63191.27}, localization=Localization[country='Czech Republic', city='Nové Sedlo'], date=2020-10-19}
Purchase{id=266, person=Person{imie='Emmy', nazwisko='Van den Velden', email='evandenvelden7d@yelp.com', ip='24.255.196.23'}, car=Car{color='#fb673f', vin='SCFFDAAEXCG289495', company='Saab', model='9-5', model_year='2011', price=84764.56}, localization=Localization[country='Poland', city='Trzcinica'], date=2020-03-22}
Purchase{id=267, person=Person{imie='Cori', nazwisko='Tarr', email='ctarr7e@skype.com', ip='60.31.145.105'}, car=Car{color='#e208c9', vin='WBXPC93587W702935', company='Citroën', model='2CV', model_year='1948', price=21373.33}, localization=Localization[country='Poland', city='Świętajno'], date=2020-02-10}
Purchase{id=268, person=Person{imie='Nevin', nazwisko='Lafond', email='nlafond7f@youtu.be', ip='243.13.113.179'}, car=Car{color='#8cb5aa', vin='1N6AA0CC2BN331740', company='Saab', model='9000', model_year='1986', price=71315.68}, localization=Localization[country='Poland', city='Kiernozia'], date=2020-05-08}
Purchase{id=269, person=Person{imie='Cristie', nazwisko='Jurasek', email='cjurasek7g@google.pl', ip='126.13.177.139'}, car=Car{color='#2456cc', vin='YV1902AH6E1788396', company='BMW', model='3 Series', model_year='1994', price=38870.04}, localization=Localization[country='Poland', city='Zagórów'], date=2020-08-09}
Purchase{id=270, person=Person{imie='Daphene', nazwisko='Bridge', email='dbridge7h@hhs.gov', ip='66.13.144.195'}, car=Car{color='#08d512', vin='YV1672MK8D2251270', company='Lincoln', model='Town Car', model_year='1990', price=96472.28}, localization=Localization[country='Czech Republic', city='Bavorov'], date=2020-03-27}
Purchase{id=271, person=Person{imie='Morse', nazwisko='Borg-Bartolo', email='mborgbartolo7i@webmd.com', ip='51.39.204.103'}, car=Car{color='#cc0528', vin='1G6AM5SX7E0541153', company='Mazda', model='Millenia', model_year='1996', price=37991.48}, localization=Localization[country='Denmark', city='Frederiksberg'], date=2020-09-23}
Purchase{id=272, person=Person{imie='Gregory', nazwisko='Farmiloe', email='gfarmiloe7j@myspace.com', ip='35.7.201.117'}, car=Car{color='#56b2f6', vin='1GYEE23A290317227', company='Mitsubishi', model='Mirage', model_year='1985', price=68946.01}, localization=Localization[country='Czech Republic', city='Lysice'], date=2020-02-25}
Purchase{id=273, person=Person{imie='Aube', nazwisko='Francescoccio', email='afrancescoccio7k@prlog.org', ip='22.178.52.163'}, car=Car{color='#3862a7', vin='5NPDH4AE2BH992904', company='Ford', model='E150', model_year='2011', price=89021.13}, localization=Localization[country='Poland', city='Krajenka'], date=2020-12-04}
Purchase{id=274, person=Person{imie='Glenn', nazwisko='Tulleth', email='gtulleth7l@businesswire.com', ip='167.109.68.113'}, car=Car{color='#e53bed', vin='5UXFE43527L092388', company='Chevrolet', model='Monte Carlo', model_year='1999', price=66959.46}, localization=Localization[country='Czech Republic', city='Malé Svatoňovice'], date=2020-03-05}
Purchase{id=275, person=Person{imie='Marcello', nazwisko='Jeckells', email='mjeckells7m@harvard.edu', ip='252.185.193.210'}, car=Car{color='#6f3d60', vin='1GD020CG5BF412929', company='Ford', model='Windstar', model_year='1997', price=19569.07}, localization=Localization[country='Poland', city='Zalewo'], date=2020-04-21}
Purchase{id=276, person=Person{imie='Lambert', nazwisko='Aughtie', email='laughtie7n@theglobeandmail.com', ip='160.2.55.235'}, car=Car{color='#c6448a', vin='WBALZ3C58CC247701', company='Pontiac', model='1000', model_year='1984', price=84056.46}, localization=Localization[country='Poland', city='Kurzętnik'], date=2020-04-07}
Purchase{id=277, person=Person{imie='Burty', nazwisko='Rowswell', email='browswell7o@aboutads.info', ip='76.225.67.25'}, car=Car{color='#1a1d90', vin='1GYS4GEF6BR688291', company='Mitsubishi', model='Mirage', model_year='1989', price=30618.20}, localization=Localization[country='Poland', city='Golina'], date=2020-12-15}
Purchase{id=278, person=Person{imie='Gloriane', nazwisko='Schonfelder', email='gschonfelder7p@shinystat.com', ip='46.88.108.64'}, car=Car{color='#0e97fa', vin='JTJHY7AX3F4021021', company='Lincoln', model='Navigator', model_year='2007', price=90568.26}, localization=Localization[country='Poland', city='Spytkowice'], date=2020-11-29}
Purchase{id=279, person=Person{imie='Hendrika', nazwisko='Conor', email='hconor7q@tiny.cc', ip='226.249.244.229'}, car=Car{color='#96f25a', vin='1C4NJCBA6FD625241', company='Chevrolet', model='Express 1500', model_year='2008', price=21450.41}, localization=Localization[country='Poland', city='Wiązownica'], date=2020-04-03}
Purchase{id=280, person=Person{imie='Kippie', nazwisko='Lettice', email='klettice7r@jugem.jp', ip='164.5.64.231'}, car=Car{color='#145d7c', vin='1FTEW1CFXFK374720', company='Jaguar', model='S-Type', model_year='2004', price=74464.65}, localization=Localization[country='Czech Republic', city='Všetaty'], date=2020-10-11}
Purchase{id=281, person=Person{imie='Forbes', nazwisko='Haliburn', email='fhaliburn7s@icq.com', ip='30.109.153.66'}, car=Car{color='#fe6e3c', vin='WAUVT58E75A797369', company='Mitsubishi', model='Montero', model_year='2005', price=19069.70}, localization=Localization[country='Poland', city='Zagórnik'], date=2020-09-27}
Purchase{id=282, person=Person{imie='Charity', nazwisko='Rodway', email='crodway7t@google.ru', ip='164.149.4.199'}, car=Car{color='#ae11ba', vin='WDCYC3HF8BX263054', company='Toyota', model='Celica', model_year='2002', price=87073.77}, localization=Localization[country='Poland', city='Wołczyn'], date=2020-03-13}
Purchase{id=283, person=Person{imie='Julio', nazwisko='Stickles', email='jstickles7u@ehow.com', ip='188.10.28.24'}, car=Car{color='#6a2893', vin='1G6DC8EY0B0176915', company='Dodge', model='Magnum', model_year='2006', price=64382.28}, localization=Localization[country='Poland', city='Świdnica'], date=2020-03-30}
Purchase{id=284, person=Person{imie='Alyce', nazwisko='McGrae', email='amcgrae7v@mediafire.com', ip='225.100.7.23'}, car=Car{color='#157c71', vin='WAUGFAFC4DN341041', company='Mazda', model='CX-7', model_year='2009', price=80814.80}, localization=Localization[country='Czech Republic', city='Lukavec'], date=2020-03-05}
Purchase{id=285, person=Person{imie='Sabina', nazwisko='Hruska', email='shruska7w@google.nl', ip='46.213.208.212'}, car=Car{color='#24261e', vin='WP1AE2A27DL938806', company='Volkswagen', model='rio', model_year='2002', price=21014.18}, localization=Localization[country='Poland', city='Piasek'], date=2020-05-18}
Purchase{id=286, person=Person{imie='Viki', nazwisko='Lummis', email='vlummis7x@webmd.com', ip='10.88.110.132'}, car=Car{color='#f09885', vin='2C3CDXCT3DH859198', company='Lexus', model='LX', model_year='2013', price=61266.53}, localization=Localization[country='Poland', city='Libiąż'], date=2020-09-19}
Purchase{id=287, person=Person{imie='Granville', nazwisko='Deniske', email='gdeniske7y@google.de', ip='131.148.14.80'}, car=Car{color='#6e9c71', vin='SCFFBCCD9BG210130', company='Subaru', model='SVX', model_year='1997', price=96360.87}, localization=Localization[country='Czech Republic', city='Horní Jiřetín'], date=2020-07-22}
Purchase{id=288, person=Person{imie='Evelyn', nazwisko='Gresly', email='egresly7z@goodreads.com', ip='145.42.85.9'}, car=Car{color='#cf4b8b', vin='SALME1D45CA074446', company='Plymouth', model='Grand Voyager', model_year='1994', price=12759.28}, localization=Localization[country='Poland', city='Żychlin'], date=2020-07-19}
Purchase{id=289, person=Person{imie='Marjy', nazwisko='Fullun', email='mfullun80@webnode.com', ip='155.97.202.23'}, car=Car{color='#f6fbdd', vin='5N1AR1NBXBC148017', company='Buick', model='Roadmaster', model_year='1993', price=42570.05}, localization=Localization[country='Poland', city='Zagórnik'], date=2020-07-31}
Purchase{id=290, person=Person{imie='Yule', nazwisko='Woodier', email='ywoodier81@gizmodo.com', ip='181.230.26.68'}, car=Car{color='#e71412', vin='WDDLJ6FB1FA422065', company='Nissan', model='Versa', model_year='2009', price=91895.71}, localization=Localization[country='Poland', city='Bieliny'], date=2020-07-13}
Purchase{id=291, person=Person{imie='Marta', nazwisko='Lushey', email='mlushey82@msn.com', ip='249.144.185.35'}, car=Car{color='#a24ff9', vin='SCBGU3ZA6DC852294', company='Oldsmobile', model='Alero', model_year='2003', price=19600.82}, localization=Localization[country='Poland', city='Czarna Białostocka'], date=2020-02-26}
Purchase{id=292, person=Person{imie='Giles', nazwisko='Connow', email='gconnow83@youtube.com', ip='235.79.131.45'}, car=Car{color='#0f626f', vin='JTDJTUD38ED707208', company='GMC', model='Yukon XL 2500', model_year='2007', price=69035.73}, localization=Localization[country='Poland', city='Malanów'], date=2020-11-20}
Purchase{id=293, person=Person{imie='Cindra', nazwisko='Beamond', email='cbeamond84@boston.com', ip='175.111.94.230'}, car=Car{color='#f5034f', vin='WUALNAFG3EN905239', company='Ford', model='F-Series Super Duty', model_year='2009', price=13314.57}, localization=Localization[country='Poland', city='Skołyszyn'], date=2020-02-04}
Purchase{id=294, person=Person{imie='Starlin', nazwisko='Wayvill', email='swayvill85@uol.com.br', ip='49.150.247.241'}, car=Car{color='#7e919e', vin='4JGDA0EB2FA562733', company='Mercedes-Benz', model='SLK-Class', model_year='2012', price=45019.57}, localization=Localization[country='Czech Republic', city='Oldřišov'], date=2020-09-15}
Purchase{id=295, person=Person{imie='Ollie', nazwisko='Burgisi', email='oburgisi86@va.gov', ip='1.107.118.200'}, car=Car{color='#e9cd43', vin='WAUCFAFR3FA678619', company='BMW', model='Alpina B7', model_year='2007', price=75764.70}, localization=Localization[country='Poland', city='Kleszczewo'], date=2020-10-05}
Purchase{id=296, person=Person{imie='Drugi', nazwisko='Scurrey', email='dscurrey87@opera.com', ip='138.46.92.46'}, car=Car{color='#f30ea4', vin='1GD01XEG5FZ282339', company='Cadillac', model='SRX', model_year='2009', price=28145.95}, localization=Localization[country='Poland', city='Jonkowo'], date=2020-01-19}
Purchase{id=297, person=Person{imie='Aurelea', nazwisko='Dumbarton', email='adumbarton88@ameblo.jp', ip='242.229.200.222'}, car=Car{color='#cd1c54', vin='1G6DK8E35D0811587', company='Mazda', model='RX-7', model_year='1983', price=54789.33}, localization=Localization[country='Poland', city='Korczew'], date=2020-12-24}
Purchase{id=298, person=Person{imie='Emyle', nazwisko='Ridpath', email='eridpath89@imgur.com', ip='133.30.210.65'}, car=Car{color='#37f526', vin='JN1BY1AP2EM933890', company='Dodge', model='Dakota Club', model_year='1993', price=996.28}, localization=Localization[country='Poland', city='Wińsko'], date=2020-09-24}
Purchase{id=299, person=Person{imie='Patty', nazwisko='Forth', email='pforth8a@drupal.org', ip='172.12.7.62'}, car=Car{color='#e6e9eb', vin='1G4PN5SK3C4069415', company='Ford', model='Th!nk', model_year='2000', price=82727.44}, localization=Localization[country='Poland', city='Szczytno'], date=2020-01-11}
Purchase{id=300, person=Person{imie='Etty', nazwisko='Clay', email='eclay8b@guardian.co.uk', ip='167.188.45.254'}, car=Car{color='#43a66e', vin='WDDHF2EB4DA998120', company='Isuzu', model='Trooper', model_year='2000', price=53274.70}, localization=Localization[country='Czech Republic', city='Hřebeč'], date=2020-07-31}
Purchase{id=301, person=Person{imie='Ashlen', nazwisko='Iorio', email='aiorio8c@discuz.net', ip='247.8.11.67'}, car=Car{color='#d05f25', vin='JH4KB2F60CC295032', company='Volkswagen', model='Fox', model_year='1988', price=77660.74}, localization=Localization[country='Poland', city='Sypniewo'], date=2020-08-15}
Purchase{id=302, person=Person{imie='Kaitlin', nazwisko='Ruvel', email='kruvel8d@simplemachines.org', ip='127.164.161.255'}, car=Car{color='#3be382', vin='1N4AA5APXAC070850', company='Chevrolet', model='Express', model_year='2011', price=74983.39}, localization=Localization[country='Czech Republic', city='Jarošov nad Nežárkou'], date=2020-02-01}
Purchase{id=303, person=Person{imie='Kassey', nazwisko='Piesing', email='kpiesing8e@goo.ne.jp', ip='204.53.128.219'}, car=Car{color='#f617b4', vin='2T1KE4EE1BC266562', company='Volkswagen', model='Rabbit', model_year='2009', price=46767.85}, localization=Localization[country='Poland', city='Piotrków Trybunalski'], date=2020-08-24}
Purchase{id=304, person=Person{imie='Netta', nazwisko='Capstake', email='ncapstake8f@dedecms.com', ip='77.124.177.109'}, car=Car{color='#17f86a', vin='19UUA65606A893113', company='Maserati', model='Biturbo', model_year='1986', price=64426.98}, localization=Localization[country='Czech Republic', city='Humpolec'], date=2020-10-24}
Purchase{id=305, person=Person{imie='Marylinda', nazwisko='Britnell', email='mbritnell8g@epa.gov', ip='153.247.81.108'}, car=Car{color='#7d2038', vin='WAUDF48H77A122132', company='Lotus', model='Elise', model_year='2011', price=21021.05}, localization=Localization[country='Poland', city='Świnice Warckie'], date=2020-11-14}
